,nickname,text,score,like,dislike,time,watch_movie
1216,사랑에 빠진 딸기(look****),볼만 했어요!!,9,7,3,2020-06-10 21:34:00,0
1217,구경꾼(sosa****),평점 알바들을 욕하려다 쓸데없이 영화보는 눈만 높여놓은 나홍진 봉준호 감독을 욕합니다.,10,7,3,2020-06-10 21:20:00,0
1218,emilylee(kimm****),정말 몰입감 최고...꼭 보세요...강추ㅠㅠ,10,7,3,2020-06-10 20:28:00,0
1219,rachel(rach****),반전도 있고 재미 있슴,8,8,4,2020-07-04 21:17:00,관람객
1220,앙(cses****),뭐야 나만 재밌었나?? 처음이랑 마지막 노랫소리도 은근 소름이였고 진짜 몰입감 개오지고 지루할 틈이 없고 친구랑 보면서 헐 대박 헐 대박 거렸음,10,8,4,2020-07-01 12:12:00,0
1221,남경진(skar****),"배우들의 탄탄한 연기,그리고 연출감동적으로 잘 보았습니다",10,8,4,2020-07-01 09:34:00,0
1222,모데카이저(leeh****),좋아용 재밋어용 연기잘해용,7,8,4,2020-06-26 22:46:00,관람객
1223,jjjun(ham7****),감동이고 연기 너무 잘함 그리고 내용도 너무 좋음,10,8,4,2020-06-24 21:52:00,0
1224,seto****,"이 영화 시간남아서 그냥 아무생각없이봤다가 감상평써봅니다일단스토리 연기 십점만점에 십점입니다,제가좋아하는 장르랑은 거리가먼데  연기며 스토리며 웬만한 간판스타 나오는 영화보다 잼있습니다그냥 아무생각없이  가서보세요 ...",10,8,4,2020-06-23 17:35:00,0
1225,이삐야이삐(happ****),신혜선님 연기가 초반에는 잘모르겠었는데 영화가 진행될수록 신혜선님이 영화에 감정이입하고 몰입하시는 것을 느꼈고 저도 그래서 감정이입되고 영화에 몰입됐던 거 같아요 깜짝깜짝 놀라는 부분이 몇개 있었는데 영화관에 사람이...,10,8,4,2020-06-20 22:04:00,0
1226,tmdryckd00(tmdr****),재밌었음 연기 스토리 다 탄탄했음,10,8,4,2020-06-20 22:00:00,0
1227,asdfjk(dkfl****),하나도 빠짐없이 너무 좋았습니다. 연기도 좋았고 스토리며 시사하는 바까지 모두 좋았습니다.,10,8,4,2020-06-20 21:55:00,0
1228,정신나간년(zlwy****),정말 깔끔하게 잘만든영화 잘보았습니다,10,8,4,2020-06-19 07:47:00,0
1229,김수진(43su****),진짜 다들 연기 너무 잘해요 특히 마지막부분 진짜 다시 보러 가고 싶을 정도로 너무 재밌고 좋았어요????,10,8,4,2020-06-19 04:13:00,0
1230,니니(rkdm****),연기구멍 없고 지루함 없이 쫄깃하게 끌고가서 재밌음,10,8,4,2020-06-18 22:37:00,0
1231,찬율우빠(dvvb****),감동과 재미 둘다 만족합니다.,10,8,4,2020-06-18 15:42:00,0
1232,스다나(sdan****),정말 강력추천ㅜㅠ 화장실참아가며 봤습니다.,10,8,4,2020-06-18 15:21:00,0
1233,조조(tlsw****),여기 평점 왜이래? 전 배종옥님 신혜선님 믿고 봤는데 볼만해요 영화내내 질질 짰음,10,8,4,2020-06-16 20:22:00,0
1234,maha****,끼워맞춘 이야기 눈물 쥐어짜기 아.... 아... 네.. 평점 알바 나도 하고싶다...,1,8,4,2020-06-15 10:37:00,0
1235,당구니(hjkk****),전 세계적으로 어려운 시기약간 어두운 영화이긴하지만모처럼 완벽에 가까운 한국영화를 본 거 같습니다.,9,8,4,2020-06-14 22:54:00,0
1236,포카칩어니언맛(ksk9****),진짜 억지감동 오글오글,1,8,4,2020-06-14 20:59:00,0
1237,축구맵(tlaw****),신혜선 이 배우는 신이 내린 연기자라고 해도 믿을 정도로 이 영화를 보면서  연기력이 오진다는 느낌이 들었다. 내 인생작 중 하나다 꼭 보길 바란다,10,8,4,2020-06-13 02:05:00,0
1238,OMG(dlrn****),"펑펑울었어요...,, 영화 돌로레스 클레이본이 생각나는 영화네요 '., 요즘보기드문 명작입니다",10,8,4,2020-06-12 20:58:00,0
1239,ckck(ansg****),신혜선이라는 배우에 대해 몰입하고 앞으로의 활동에 큰 기대를 가지게 해준 영화였다 .,10,8,4,2020-06-12 17:51:00,0
1240,정 유진(yjju****),가족에 대해 다시 한번 생각해주는그러면서도 스토리가 흥미진진하네요,10,8,4,2020-06-12 17:34:00,0
1241,말미쟐(pdw0****),다들 연기들이 짱이십니다. 후반부에 슬퍼서 울면서 봤네요 ㅠ,10,8,4,2020-06-10 16:43:00,0
1242,미자사랑(sang****),[결백] 최민수급의 터프가이 허준호와 맞짱 뜨는 신혜선의 젊은 패기 연기가 볼만합니다. 법 없이 잘 산다고 자부하는 나도 법정 드라마의 매력에 푹 빠져서 재미있게 영화를 봤습니다. 팽팽한 줄다리기 같은 스릴감 넘치는...,10,8,4,2020-06-10 15:17:00,0
1243,송파규(jhsa****),명품배우들의 명연기 잘 봤습니다.,10,8,4,2020-06-10 14:43:00,0
1244,kog0****,스토리도 좋고 배우들 연기력도 좋았어요~ 재난영화보다는 이런 스릴러물이 좋더라구요,10,9,5,2020-06-28 08:22:00,관람객
1245,지니지니(qmcp****),뭐야 ㅋㅋ 재밌던데 평점테러들 뭐임신혜선 언니 연기 짱 잘해! 완전 몰입 했어요,10,9,5,2020-06-19 10:14:00,0
1246,구민건(rnal****),평점낮게준애들 다 댓글알바임? 진짜 재밌게 봤는데 뭔소리얔ㅋ 평점보고 안볼라다가 보길진짜잘했다클로젯다음 좋았음,10,9,5,2020-06-18 23:40:00,0
1247,qa50****,진짜 재밌어요 신혜선 연기에놀랐어요 정말 최고에요!!,10,9,5,2020-06-18 12:54:00,0
1248,김비하(biha****),와 진짜 너무 신혜선 연기 대박 이였음 신혜선한테 한번 더 반한 영화 였음,10,9,5,2020-06-18 08:31:00,0
1249,이서진(skfw****),난 재밌던데..개인취향에 따라 다를 수 있으니 뭐..,10,9,5,2020-06-18 06:58:00,0
1250,언더씨즈(stoh****),기대안했는데 재미있네요평소 때려부시는갓만 좋아했는데 이런 걸작이 이럴때 나오더니,10,9,5,2020-06-18 06:35:00,0
1251,JIN(jins****),"개인적으로,결백과 같이 상영 중인 침입자 보다 재밌게 봤어요 워낙 법정 내용을 다룬 영화를 좋아해서인지 흥미롭게 감상했어요 보통 화장실 생각이 한 번쯤은 날 텐데 그냥 막힘 없는 한편의 드라마를 보는듯한 스토리여서끝...",9,9,5,2020-06-18 02:57:00,0
1252,Leo(leot****),잘 보고 왔습니다^_^,10,9,5,2020-06-17 16:39:00,관람객
1253,잡동사니(dell****),끔찍하다 ㄹㅇ 영화제목을 캡틴신혜선으로 바꿔야됨.. 하루종일쳐맞고 교통사고나고 구르고하는데 병원입원은커녕 얼굴에생채기하나없음.. 디테일이 굉장히아쉬움,1,9,5,2020-06-14 21:16:00,0
1254,너구리빵빵(jls9****),TV에서 해줘도 안볼꺼 같아요 ㅠㅠ,1,9,5,2020-06-14 19:06:00,0
1255,쒜쒜(tpgh****),"너무 재미없네요.... 신혜선, 배종옥 배우님 미모&연기 덕분에 겨우 끝까지 봤네요 지루해죽을뻔....",2,9,5,2020-06-12 16:32:00,0
1256,변형준(hjun****),신혜선 배우님 너무 아름답고 연기를 잘하십니다.재밌게 잘봤습니다.,10,9,5,2020-06-11 23:27:00,0
1257,리글래시스(dlco****),얼마만에 본 영화인지 모르겠네요~ 방금 영화를 보고 아직도 여운이 많이 남습니다.좋은 기회에 신랑이 보자고 해서 별 기대없이 봤다가 감동을 준 영화였습니다~ 출연진들 연기력 진짜 최고였습니다!!!,10,9,5,2020-06-11 23:12:00,0
1258,포에버(be_f****),여성성을 상징적으로 내세워 모녀간의 묵시적인 사랑을 담아불의에 맞서는 한 여성 변호사의 활약으로 사회 전반의 악과 법의 모슨에 내해알리고픈 메세지가 좋았습니다,10,9,5,2020-06-11 22:06:00,0
1259,이경은(dl67****),재미지게 잘봤어요! 일단 신혜선이 나오니.. 믿고 봤어요,6,10,6,2020-06-22 18:03:00,관람객
1260,최명길(chla****),연기력이 좋아요~ 지루하지 않았고 전 볼만했습니다~,7,10,6,2020-06-22 15:23:00,관람객
1261,여떠방(yuji****),오랜만에 영화관에서 영화를 봤네요배우분들 연기에 푹 빠져봤습니다재밌게 잘 봤습니다,10,10,6,2020-06-21 09:42:00,0
1262,오랑우탄(kjhm****),별점 높게 준 사람 부끄러운줄아세요 당신같은 사람이 영화산업 망치는 겁니다 절대 낚이지 마세요 배우들 연기력 제외 별점 주기도 아깝습니다,1,10,6,2020-06-14 18:49:00,0
1263,hhs0****,오랜만에 영화관을 찾았습니다연기자분들 연기력 영화전체적인내용모두  백점  만점에  백점입니다정말재미있습니다코로나만 아니였다면  대흥행했을것같습니다재개봉하면  다시  볼수 있습니다!주인공  두 여성분 연기력 짱!,10,10,6,2020-06-10 22:51:00,0
1264,uri(dldn****),뻔하지않은 스토리와 연기력 좋았습니다.,8,11,7,2020-06-22 12:21:00,관람객
1265,띠은(2217****),오랜만에 너무 재밌게 봤어요 배우들 연기가 너무 좋아요^^,10,11,7,2020-06-16 11:36:00,관람객
1266,0jin****,,10,11,7,2020-06-10 13:10:00,0
1267,CJA(cja9****),신혜선한테 푹 빠져버림,10,12,8,2020-06-16 23:33:00,관람객
1268,fink****,"재심을 진짜 감명 깊게 봤었는데, 어딘가 유사하다 했더니 같은 제작진이었군요. 아쉬운 부분도 있었지만 전반적으로 재밌게 봤습니다. 재밌는 한국영화 더 많이 나왔으면 좋겠네요 ㅠㅠ",9,13,9,2020-06-10 17:39:00,관람객
1269,신성호(doyo****),스포일러가 포함된 감상평입니다. 감상평 보기,4,14,10,2020-06-11 21:20:00,0
1270,아아아아아(dlal****),어쭙잖은 신파극 부리는거에 잘뻔했다,6,15,11,2020-07-15 01:10:00,관람객
1271,kja1****,스토리나 연기력이 좋았습니다,10,15,11,2020-06-19 00:10:00,관람객
1272,Lim(sato****),간만에 보는 잘 만든 법정 영화물입니다^^재밌게 잘 봤읍니다.,10,15,11,2020-06-10 11:43:00,0
1273,preme1805(fire****),스포일러가 포함된 감상평입니다. 감상평 보기,10,16,12,2020-06-10 14:04:00,관람객
1274,랩퍼우찬(jjoj****),영화 너무 좋았습니다 신혜선 배우의 카리스마있는 연기력이 빠져서 시간가는줄 모르고 보았습니다. 중간중간 울컥하느라 혼났네요,10,17,13,2020-06-11 08:53:00,관람객
1275,fill****,머라 궁시렁 궁시렁 악플다냐. 선택지가 이거 뿐인데 볼게 이거뿐인데 뭐 쭝얼거려 그냥 쳐보면되지.,8,24,20,2020-06-10 10:07:00,0
1276,음(seoj****),,10,3,0,2020-10-10 19:45:00,0
1277,옥쭈(dhrw****),스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-09-13 15:42:00,0
1278,박지현(pjhh****),신혜선...너무이뻐...연기의신..,10,3,0,2020-09-13 15:25:00,0
1279,소연이(noir****),배우들 연기도 너무 좋고 스토리도 잼났어요! 간만에웰메이드 한국영화 잘봤네요,10,3,0,2020-09-11 23:37:00,0
1280,kd47****,보는내내 쫄깃하고 예상치 못한 결말에 놀라버렸다. 그리고 스웨터 입은 신혜선은 겁나 예뻤다...,10,3,0,2020-09-10 00:34:00,0
1281,이진아(kong****),신혜선님 연기도 좋았고 나름 반전도 있고 볼만했어요,10,3,0,2020-09-09 20:15:00,0
1282,축구광(a383****),아 너무 재밌습니디 ㅋㅋㅋㅋ,10,3,0,2020-09-03 20:55:00,0
1283,I3345(rlaw****),스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-09-03 20:28:00,0
1284,아담(laug****),엄마랑 같이 보기 좋았습니다. 뛰어난 연기력은 이미 다른분들께서 침이 마르도록 이야기 했지만 또 첨언해도 과하지 않을 정도로 몰입감과 흡입력이 좋았습니다. bgm 또한 표정 연기와 함께 감정선을 잘 이끌어주어서 배우...,10,3,0,2020-09-01 13:38:00,0
1285,새나라(newd****),"우리나라 영화중 수작이라 꼽을만 합니다..스토리, 연출, 연기..자극적인 장면없이도 이렇게 흡입력있는 영화를 만들 수도 있었군요..박수 백 번 드립니다..코로나 때문에 많이들 못본게 아쉽네요",10,3,0,2020-08-31 02:33:00,0
1286,seojin(seoj****),와 일단 연기력이 미쳤습니다 볼까 말까 고민하신다면 꼭 보세요,10,3,0,2020-08-31 01:57:00,0
1287,아수라(cooc****),요즘 한국 영화 용두사미 쩌는데 그나마 스토리가 좋았던 영화. 배종옥의 연기는 기대이하. 나머지는 무난함,8,3,0,2020-08-30 14:50:00,0
1288,화이팅(sang****),Soso하게 볼만한듯~ 배우님 연기  빡친연기 아직도 기억나네요~^^,8,3,0,2020-08-28 19:53:00,관람객
1289,dals****,신혜선 인생작입니다.,10,3,0,2020-08-17 04:34:00,0
1290,김정아(kkkk****),,10,3,0,2020-08-17 03:27:00,0
1291,mony****,"신혜선씨 연기는 정말 사람을 끄는 매력이 있네요드라마도 인상 깊었는데 영화 또한 정말 연기를 잘하시네요배종옥씨와 허준호씨 연기는 두 말 할 것도 없구요입소문 탈 만도 했는데 관객수가 아쉽네요,,",10,3,0,2020-08-17 00:51:00,0
1292,ari(arim****),,10,3,0,2020-08-16 21:26:00,0
1293,하하호호호호(ksj2****),모녀간의 사랑을 느낄수있던영화,8,3,0,2020-08-13 11:48:00,0
1294,chob****,영화제목을 신혜선으로 해도 될꺼같다 개연성 고증을 연기력으로 냠냠하네,7,3,0,2020-08-13 03:51:00,0
1295,단풍이(salt****),스포일러가 포함된 감상평입니다. 감상평 보기,9,3,0,2020-08-12 15:03:00,0
1296,123(123r****),완전 재밋어요!!,10,3,0,2020-08-11 18:12:00,0
1297,민트에이치(mint****),한국영화 오랜만에 영화다운 영화봤네요,10,3,0,2020-08-08 13:15:00,0
1298,jjoa****,굿굿굿 신혜선 넘나 좋다 연기굿,10,3,0,2020-07-28 18:11:00,0
1299,nafz****,"코로나19속 개봉, 게다가 화려한 캐스팅이 아님(개인적인 의견)에도 불구하고 개봉 후 평점이 좋았던 영화라 내용이 너무 궁금해서 주말에 다운 받아서 봤는데 몰입도 좋고 전개 빠르고 잔잔한 감동 있고 연기 좋고 정말 ...",10,3,0,2020-07-27 18:40:00,0
1300,만델쥬(kcwq****),재밌게봤음. 신혜선이라는 분의 매력을 봄,8,3,0,2020-07-26 05:22:00,0
1301,akl(akle****),스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-07-26 02:17:00,0
1302,ㅈㅁㄱㅍㄴㅇㄻㅇ(rlwj****),근데 왜 이게85만인가?졸잼있네 스토리도 개안코 반전도 살짝있고신혜선 허준호 마주보는씬은 소름이더라,10,3,0,2020-07-26 00:53:00,0
1303,2696****,뻔하지 않은 재밌는 스토리 감사합니다,10,3,0,2020-07-26 00:01:00,0
1304,놀부가흥분데(hoho****),영화가 끝나고 결백의 의미가 다르게 다가왔다. 남이 자신의 인생을 파멸로 몰고왔는데 저세상 호구도 아니고 가만히 있을 사람이 있을까. 정당한 보복도 결백하다 할수 있지 않을까. 이런 생각을 했다. 뭐 집에 침입한 도...,8,3,0,2020-07-25 02:50:00,0
1305,자이브(jang****),어머니의 살인혐의 재판 중에 시장의 부정부패를 논하는데 아무도 태클걸지 않는 영화.,2,3,0,2020-07-21 16:12:00,0
1306,사랑이와 모모 언니(jiso****),진짜 연기자분들연기력에 다시한번 감탄합니다신혜선 님도 잘하시고 배종옥 님도 잘하셔서 거의 마지막 부분에서는 눈물이 멈추지 않았습니다 관객 모두 훌쩍였고요 정말 인생작중 top5 안에 듭니다 이 영화 꼭 보세요 지금 ...,10,3,0,2020-07-21 14:50:00,0
1307,러브리(knyo****),,9,3,0,2020-07-21 14:06:00,0
1308,동글이(bpir****),근래 본 영화 중 가장 좋았습니다. 끝까지 긴장의 끈을 놓을 수 없게 만들었던 스릴과 속도감... 다만 마지막 신파가 약간 흠이네요.,10,3,0,2020-07-21 09:51:00,0
1309,비더레인(knsp****),"나름 기대 없이 봤지만, 역시 출연자들의 연기가 남다르네요.더불어 연출이나 영상이 좋았고 개인적으로 돈이 아깝지 않은 영화였습니다.",8,3,0,2020-07-21 09:41:00,0
1310,이수영(tndu****),"신혜선 배우님과 배종옥 배우님의 연기는 매우 몰입력있었고, 있을법한 이야기와 배우들이 겪는 갈등또한 공감이 갔다. 이 영화를 관람한것에 후회하지 않는다.",10,3,0,2020-07-21 05:32:00,0
1311,김태원(vlft****),재미있는 영화입니다 억지없고 몰입감좋습니다 배우들 다들 잘해주셨네요,10,3,0,2020-07-21 03:19:00,0
1312,Yoon331(hann****),믿고보는신혜선 배우안했음 어쩔뻔,10,3,0,2020-07-21 03:06:00,0
1313,헬(dndb****),"전형적인 한국 시골에서 일어날 수 있는 일이죠뭐 일어났을 수도 있고 홈그라운드라는 이점을 가장 잘 살리릴 수 있는 곳이 대한민국 시골, 촌입니다신혜선씨 연기가 영화를 살린 느낌입니다스토리는 전형적이라 감탄까지는 아니...",8,3,0,2020-07-21 00:33:00,0
1314,쩡이(yoen****),,10,3,0,2020-07-20 16:25:00,0
1315,tetra(yyw5****),난 재밌게 봤음,10,3,0,2020-07-20 12:52:00,0
1316,이승훈(alch****),뭐 별 기대 안하고 봐서 그런지 의외로 훌륭했다. 좀비 영화 죽어있다 보단 100배 정도 훌륭하다 .,10,3,0,2020-07-20 12:16:00,0
1317,뿅(rhdm****),연기 스토리 배우들다탄탄했네요 신혜선나와서재미없을줄알았는데 편견을깼네요 다시봤습니다 너무잘봤어요 지루할틈없이빠져들었고 반전도있고슬프고공감도이해도다되버리는ㅠㅠ너무잘봤습니다,10,3,0,2020-07-20 00:50:00,0
1318,cino(lee1****),연기와 스토리 모두 볼만 합니다,10,3,0,2020-07-19 22:31:00,0
1319,Tsukudagirl(kyun****),여주 연기 넘 잘하고 예쁘다..,10,3,0,2020-07-19 17:25:00,0
1320,슬결(cami****),,10,3,0,2020-07-19 13:33:00,0
1321,아요미(jjjj****),신혜선 예쁘다..?? 100번 생각하게 됨.. 배우들 연기력 최고!! 재밌어요,10,3,0,2020-07-18 14:21:00,0
1322,달빛(rore****),신혜선이라는 보물을 발견하게 된 영화,10,3,0,2020-07-18 11:48:00,0
1323,swsw****,신혜선 개이쁘네 하..,10,3,0,2020-07-17 18:29:00,0
1324,어쩌다 지박령(chld****),모든 출연 배우들의 연기가 좋았고 만약 실제 사건이였고 미제사건이였다면 그알에 나올만한 스토리가 인상적인 영화... 특히 신혜선씨 연기가 돋보였으며 심지어 아우라까지 느껴지는ㄷㄷ앞으로의 활동이 기대됩니다. 좋은 작품...,10,3,0,2020-07-17 14:31:00,0
1325,전지현(chlr****),우와....배우들 연기 좋고 전체적 스토리나 연출이 좋았던 영화!!늦게 본걸 후회하게되네요!!아직 안보신 분들 꼭 보세요~욕심많은 이기적인 인간들의 여러종류를 볼수있어요!!근데 알바들있나?평점을 왜 저렇게 주지?,10,3,0,2020-07-17 08:42:00,0
1326,rjs(rjse****),스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-07-14 23:51:00,0
1327,감자를먹어라(inho****),,9,3,0,2020-07-14 23:24:00,0
1328,don kim(mcth****),스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-07-14 23:24:00,0
1329,우측통행은 기본(wb40****),,10,3,0,2020-07-14 18:10:00,0
1330,해트트릭(jmok****),반전의 묘미 평타이상,10,3,0,2020-07-14 17:20:00,0
1331,beac****,스포일러가 포함된 감상평입니다. 감상평 보기,10,3,0,2020-07-14 16:55:00,0
1332,ㄱㅁㅎ(alsg****),신파극이긴 하지만 꽤 괜찮은 영화였다. 신혜선 연기가 진짜 최고였고.,10,3,0,2020-07-14 15:13:00,0
1333,미시호호(ardo****),배종옥 신혜선 허준호 또 모든 배우들 탄탄한 연기려과 짱짱한 스토리로 바로 몰입! 강추합니다,10,3,0,2020-07-14 12:38:00,0
1334,0198****,법정에 서있는 신혜선 얼굴만 봐도 눈물이 났어요. 기대 안하고 봤는데 너무 만족스럽네요.,10,3,0,2020-07-14 11:24:00,0
1335,스타일리스트(park****),잔잔히  볼만함      기대이상이에요추천합니다,8,3,0,2020-07-14 06:31:00,0
1336,Unk(unkc****),정말 재밌게 잘 봤습니다.^^,10,3,0,2020-07-14 02:55:00,0
1337,전진범(ager****),"신혜선의 비율, 얼굴크기, 얼굴, 미모에 감동. 그래서 10점. 스토리는 전개가 약간 어색한게 있음. 그 외는 최고, 마지막에 약간 억지 감동? 그외는 최고. 그냥 신혜선 미모가 다함.",10,3,0,2020-07-14 02:10:00,0
1338,류영욱(ryu7****),기대안하고 봤는데 재밌게봄!와 띵작이다는 아니지만 흠잡을건 없는 영화?배우들 연기가 다 했음 신혜선님 울때 나도 같이 울었다...,10,3,0,2020-07-14 02:08:00,0
1339,nagoyasun(nago****),스토리는 그냥저냥 드라마 한편 보는 느낌이고 배우들 연기는 괜찮네요.,8,3,0,2020-07-13 22:54:00,0
1340,gkeo****,"울리면 어떡해요 감독님ㅠㅠ모성애가 너무 감동적이였고,너무 재밋게 잘봤고,부모님 생각나서 너무 공감되서 울었습니다ㅠㅠ그리고,배우님들 연기 모두 잘하셨고 캐스팅과,스토리,연기 모두 완벽했어요!잘봤습니당~이런 영화 또 만...",10,3,0,2020-07-13 20:59:00,0
1341,REDEMPEROR(rede****),"처음부터 끝까지 막막하게 시작해서 먹먹하게 끝나는 느낌. 아무래도 영화 시간에 맞추다 보니까 급전개가 많아서 그렇게 느끼는 지 몰라도 뭔가 가정폭력, 가부장, 지역 비리, 살인, 정치 이거 저거 많이 담기는 했는데 ...",10,3,0,2020-07-13 15:38:00,0
1342,김보름(moon****),결말이 설마했던ㅓ부분이 있었지만 그래도 재미있게 봤어요!!,10,3,0,2020-07-13 12:00:00,0
1343,Zzu(sgwo****),"솔직후기) 초반 살인사건이 생기고, 결백을 어찌 입증할까, 어찌 풀어나갈까 궁금했는데 나름 조마조마하게 봤음반전(?)도 있었고 왜 주인공 캐릭터가 마지막 선택을 했는지 이해가되지만 살짝 개연성이 아쉬움",9,3,0,2020-07-13 11:31:00,0
1344,박영수(9888****),연기 짱엄마가 생각나는 영화이거 꼭 보세요,10,3,0,2020-07-13 00:54:00,0
1345,c100****,괜찮은영화네요 추천드립니다,10,3,0,2020-07-12 21:30:00,0
1346,스핑이(tkdr****),연기는 정말 잘하시는 배우분들 이었는데 스토리가 지루한 느낌이 들었어요 ㅠㅠ,8,3,0,2020-07-12 21:28:00,0
1347,쁘닌이(tess****),기대안하고 봤는데 좋았어요!!! 볼만합니다,10,3,0,2020-07-12 21:15:00,0
1348,워득(ball****),"방금 보고와서 평점 남깁니다. 그런데 평점들이 별로네요. 저는 최근 개봉한 한국영화들중에 가장 좋았습니다. 배우님들의 연기도 좋았고, 스토리가 주는 감동도 컸습니다. 결백이라는 제목이 스토리와 잘 맞닿아 있어서 이 ...",9,3,0,2020-07-12 21:14:00,0
1349,그라피(ekrm****),몰입력 최고! 전 재밌게 봤습니다.,10,3,0,2020-07-12 21:03:00,0
1350,JB(hjdh****),연출 연기 스토리 완벽. 거기에 반전 감동까지. 신혜선 배종옥님 연기최고. 박상현감독 차기작 기대됨.  단한가지아쉬운점은 과거씬에서  대역이 아니니까  cg처리라도좀 했다면 몰입하기 좋았을듯함.,9,3,0,2020-07-12 20:35:00,0
1351,traderJ(pcsa****),사랑과 증오.. 또다른 복수..,9,3,0,2020-07-12 17:03:00,0
1352,happyness(shoh****),어느 정도 재미는 있고 주인공의 모녀 관계의 모성애는 자극하지만 결백이 결백스럽지 않는 쓴 뒷 맛은 어쩔 수 없따.,9,3,0,2020-07-12 16:16:00,0
1353,rlaxogh942(just****),너무재밌게봣습니다....,10,3,0,2020-07-12 15:45:00,0
1354,ham(ham1****),신혜선 언니가 짱 진짜 몰입 진짜 많은 사람이 봤으면 좋겠어요그리고 진짜 슬펐어요ㅠㅠㅠ 결백한건지 모르겠어요 이게 ..,10,3,0,2020-07-12 15:33:00,0
1355,예손(osch****),연기도 다 잘하고 스토리도 괜찮음.  평점이 왜 낮은지 잘 모르겠음.,9,3,0,2020-07-12 15:10:00,0
1356,사랑개나줘(life****),배우들의 연기에 몰입감에 빠져드는 영화임.... 대천 농약막걸리 사건을  다시 보게 되고 배우들의 연기에 10점 만점 주네요!,10,3,0,2020-07-12 14:30:00,0
1357,girigok(leem****),"배종옥,신혜선 배우님들의 조합이라 묻지도 따지지도 않고 바로 봤는데 진짜 흥미롭게 봤습니다.코로나때문에 더 흥하지 못한게 너무 아쉬울뿐이에요.",10,3,0,2020-07-12 14:21:00,0
1358,SY(eani****),스토리 연기 좋았습니다. 신파 원래 싫어하는데 이 스토리는 좀 다른 느낌이라 괜찮았습니다. 저 깡촌 시장도 검사국을 쥐락펴락하면서 온갖 범죄를 사주하는데 최근 고소장 하나 접수된 모 시장은 사실은 최약체...?,10,3,0,2020-07-12 14:19:00,0
1359,무쵸(ijy9****),재밌게 봤어용 !! 특히 신혜선 연기 최고 ㅠㅠ,10,3,0,2020-07-12 13:23:00,0
1360,2300(ppqp****),"연기, 크고 작은 반전에 엄마랑 딸이랑 옆 모습이 겹치는 연출까지! 모든 게 완벽했던 영화.",10,3,0,2020-07-11 23:26:00,0
1361,ehre****,지독한 남성 혐오가 기저에 깔려있는영화. 등장하는 남자주인공들은 하나같이 추악하고 속물적이고 찌질하고 비겁하며 모자라고 덜떨어졌다 그들이 완벽한 여성인 주인공에게 까발려지고 무너지는 모습은 묘한 카타르시스를 준다 남...,8,3,0,2020-07-11 23:07:00,0
1362,멋동산(grtb****),주연이 조연들한테 묻어가네 하며 끌끌끌하다가 취소함. 허준호 배종옥하고 맞먹네. 연출력이 없으면 다 묻혀 버렸겠지. 확실히 허준호 배우는 나이가 들수록 갓배우가 되는거 같음 얼굴주름으로 갓연기함,10,3,0,2020-07-11 21:30:00,0
1363,김세은(dddf****),댓글 알바 얘기 엄청 많고 평점이 낮은 게 이해가 안되는 영화. 진짜 오랜만에 계속 긴장감 있게 본 영화고 개인적으로 한 번 더 보고 싶을 정도! 신혜선 배우님이 연기를 정말 잘하시고 배역에 엄청 잘 맞는다는 느낌이...,10,3,0,2020-07-11 13:47:00,0
1364,야르무(anni****),약간 신파스런 장면 있긴하지만 연출이 지림. 질 만든 영화,10,3,0,2020-07-11 09:25:00,0
1365,dhrd****,"존재감 없는 검사의 말 한마디 ""거짓도 일관되면 진실되구요   진실도 한끗만 어긋나면 거짓되는거에요!!"" 이것이 이영화의 핵심",8,3,0,2020-07-11 08:01:00,0
1366,수민(kang****),잉 저는 친구랑 둘이서 봤는데 진짜 재밌게 잘봤습니다 ㅎㅎ 어색함도 못 느꼈고.. 배우분이 진짜 연기를 잘하시공 이뻐용 ㅎㅎㅎ 친구랑 저랑 후반가서 질질짬.. 적당히 감동도 있고 여운도 남는 거 같네융 억지스러움이 ...,10,3,0,2020-07-11 03:09:00,0
1367,wjdr****,나는 영화 웨이브에서 봐는때 1시간50분 영화때 무슨30분 본거처럼 몰임감 쩔어요 근때 평점 내용 미리보기 그런거 않보시고 봐야 제미있습^^ 꼭 영화관에서 못보지만 집에서 많이보세요!!,10,3,0,2020-07-11 01:11:00,0
1368,멤논(invi****),홍경님 연기가 너무 리얼합니다,10,3,0,2020-07-10 22:17:00,0
1369,흐르는 강물처럼(sky1****),스토리  전개     배우들  연기력   너무  좋네요  ㅠㅠ  마음으로  보세요   감동~,8,3,0,2020-07-10 16:31:00,0
1370,underwrap(alon****),"아주 순수하게 신혜선 배우의 연기에 감명을 받아 평을 남깁니다. 머리를 많이 굴리지 않고 연기에 초점을 맞추면 충분히 볼만한 영화이고, 약간 아쉬운 점이 있었기에 8점을 골랐습니다. 개인적으로 시작 부분의 롱테이크씬...",8,3,0,2020-07-10 13:00:00,0
1371,hcy(hcy9****),"신혜선 ㅈㄴ멋지네ㅋ 신혜선,배종옥,허준호 삼박자가 잘맞는 웰메이드 무비임",8,3,0,2020-07-09 21:12:00,0
